"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98"
0.998176795197498,0.833274334555799,0.748864037420619,0.747729588841561,0.813086737734865,0.767235536277699,0.827157335972642,0.771330124529396,0.846229478214632,0.911034150001271,0.821014487873634,0.807454395374357,0.884176707317226,0.944420668572672,0.943059025087903,0.888673365046786,0.81239610559882,0.823854529655022,0.827120526480049,0.925452066792032,0.83627710107235,0.748769895226609,0.700389703233239,0.985584879493235,0.898428651983192,0.851292237969705,0.827193427642496,0.528906980390105,0.869440298832215,0.85676591780479,0.798425788893593,0.732649549952579,0.77719068808089,0.906367803624192,0.956413993809168,0.829905967047096,0.812633121165021,0.817481289018371,0.874206043569598,0.712983536467869,0.861270475198485,0.829008807125786,0.725419977911839,0.811184709775556,0.900679345787908,0.737210408926086,0.904863569950311,0.802874158297726,0.944628770517132,0.809206916829761,0.745670276863874,0.702075038412624,0.75638794951221,0.957281534536255,0.906963468474659,0.92298459442298,0.765879473644446,0.739933965820766,0.759732334018049,0.887507690247124,0.745057029402999,0.76049648584854,0.923015891716888,0.725514370673059,0.834104216636531,0.914356690172971,0.90748205217646,0.871147823182919,0.855620111675078,0.85059490719516,0.7783359840022,0.9428512079398,0.730614701202684,0.82383818614744,0.8320107634141,0.789102826523361,0.971978014418457,0.816513277712785,0.841356659539399,0.793996998460275,0.766935506440002,0.84060874734485,0.911353563936363,0.923082067488995,0.903002809708123,0.9110720379571,0.867321717533495,0.857507087825428,0.908742058796349,0.86305903702931,0.844992109738501,0.832806076947647,0.91432813456755,0.938896784436999,0.762647685341375,0.806025437813941,0.901303334478026,0.833409664053341
0.948008572593807,0.995905606194918,0.934759541292044,0.79392061635953,0.935713361331221,0.793147331169552,0.943537832576192,0.88693927473207,0.985016689861223,0.877720323442461,0.955000041044767,0.93386446423465,0.830651123112998,0.930593751157879,0.989495232566969,0.942588417111456,0.884312054664192,0.983814554157724,0.915740164090825,0.852657382210303,0.877878407817247,0.932326142590345,0.916680233900198,0.987006889371128,0.960553197569947,0.767691472112189,0.958101455822276,0.853495633906283,0.839914355047855,0.885123079562084,0.91047573027651,0.784063474042722,0.865093055022337,0.927496602850657,0.941857579502112,0.966681254851141,0.969733535916309,0.930908279853311,0.937334167285306,0.829306659847685,0.936416109751009,0.840429423075819,0.923842756930933,0.862720294221518,0.966193694097735,0.917926852651073,0.990756823504685,0.972600268908016,0.964882242682663,0.866352779541275,0.920497629991481,0.91528657576393,0.897306840251404,0.973057528561398,0.90769105082845,0.858652826821856,0.859062778436983,0.89757229973023,0.870389090286054,0.898153278162752,0.781177102058831,0.748182121385871,0.939494862068349,0.820873041509013,0.933244425290746,0.989258184011715,0.899653164232845,0.935659562679403,0.826321243349312,0.80292659484437,0.913674114292534,0.958415706026599,0.923016331669603,0.884050722125881,0.601183367000991,0.951277948349567,0.981796898561509,0.856288682025136,0.95529060160294,0.819768828332312,0.962103458756522,0.987799723294925,0.920826627065111,0.869231255839426,0.972014013695222,0.870549559515807,0.953884344086508,0.875091430168484,0.946736687368649,0.885911700236635,0.959222104832799,0.953382165905056,0.970013280922131,0.9927690323937,0.844410441787509,0.753960216288388,0.881202745606393,0.984508375106899
0.912596908212728,0.900162938008485,0.997074598442659,0.808602771573954,0.914407865348294,0.842153282009695,0.872891803699445,0.867773005701709,0.887280015070899,0.810858310146751,0.955208366849835,0.835337852287036,0.763006054155537,0.900753297578633,0.984635678685767,0.895301395576848,0.927298460037796,0.969885068567399,0.782325865030297,0.757113543053794,0.836951598503091,0.890371022841495,0.897859687938549,0.929205402007404,0.97644297895652,0.730419516024272,0.87004500795609,0.760702943168001,0.702376062423668,0.931696297077797,0.859251258153135,0.699434021769986,0.877237969355249,0.763005929014629,0.900443776920691,0.860447674341834,0.963813324253479,0.769762870714415,0.873479576248718,0.885134795125417,0.932560828035773,0.810684652885202,0.727341659655345,0.853338142953454,0.981060606614368,0.917778639180829,0.991804475677763,0.913661562013325,0.962557130910615,0.829682033658406,0.845012729880348,0.879564722227878,0.838686158364548,0.956912705894486,0.854483895927951,0.850829037525047,0.862153082097941,0.840232128576391,0.895620091005285,0.877261941735746,0.718980019109125,0.725492603969652,0.966221098860721,0.747033159076026,0.865421881444261,0.994282560172474,0.761045562545577,0.9270547462279,0.693288294847585,0.720506657499036,0.825327894813858,0.976006136260869,0.874901498408528,0.837105666865751,0.804913042305666,0.806311920130111,0.915857773931849,0.785786627663912,0.786591944118977,0.782014688325472,0.88591557025859,0.868655504645303,0.888696098319322,0.763698659980858,0.968713739760796,0.821653086014015,0.933769520382018,0.854264054265403,0.931200567916103,0.864082777866303,0.824052437202956,0.987681569856736,0.927543483011635,0.993738458783211,0.57911003619187,0.784788845945255,0.827875103583129,0.887305763316234
0.917804030772649,0.955702609670166,0.766531955736669,0.996511064092464,0.816921632670621,0.550295885122609,0.852314962471607,0.685876261606067,0.926784233324356,0.707605126912469,0.840647476231489,0.858949452072998,0.675643386964331,0.809946351882721,0.954245432405928,0.875453097237231,0.806534250393644,0.890498531718301,0.91289616994223,0.687040831866571,0.635609579186592,0.661269024873751,0.936713434602733,0.946048662684621,0.914317015401362,0.603138551158906,0.904872843088718,0.732988157508712,0.543640072828737,0.797869653520221,0.726503290246598,0.223377761216529,0.687841167749388,0.955722573502736,0.915882514428709,0.89776771359885,0.853214476946024,0.780653558235562,0.869554097598919,0.691655031195932,0.841190868305418,0.68177630428217,0.673459975897949,0.654525040533304,0.917936792013805,0.912093801304601,0.916032122091226,0.877145877197295,0.96363949442524,0.729892432514459,0.854148442258151,0.6603179692175,0.73360276773497,0.915900559386252,0.747950368269365,0.824845949749197,0.678051551760867,0.567793670746632,0.778450899184655,0.845151382155092,0.401169007771439,0.386292988172152,0.839486886382078,0.978365675319162,0.838940025545324,0.924974650562093,0.923095766516066,0.790085854194681,0.425111280921555,0.465077166375282,0.655059268628486,0.924169022083731,0.864379402478684,0.839364898428526,0.71782889989359,0.793047395295424,0.962495678061969,0.739117247050849,0.864778216344806,0.430715851574653,0.73672419907745,0.949161112325576,0.778179682449566,0.731431595531758,0.896849415207176,0.844902112344658,0.791540874111698,0.732884218671653,0.884948836452164,0.673236980116615,0.85615820629797,0.874073797250665,0.915734279210396,0.924541544385659,0.348306241311632,0.584490222639044,0.714788099660818,0.910972781976162
0.89273837924035,0.722560455581429,0.820484657173806,0.856378364739831,0.998156972141856,0.806039193584453,0.889166708958359,0.986670871740617,0.834985022691483,0.958137919152532,0.904885213656536,0.773691781114806,0.987937885728635,0.952416749333501,0.98315464101603,0.784196352802973,0.770846465936267,0.966066433858867,0.76391985574804,0.946187556080858,0.879419884933965,0.844232860956456,0.58616932434502,0.804522374051304,0.968945045584019,0.690913020049987,0.854849881644588,0.883768622854837,0.82831435351797,0.820720600147479,0.871217723924971,0.815397737136105,0.889551497221684,0.725705968431657,0.938998060735066,0.874798301817355,0.939812923048402,0.753452950381373,0.804120808186164,0.821117837262743,0.975873899293786,0.750342540316972,0.959417559210581,0.814048441216289,0.985648697666353,0.678775807827716,0.991313510800767,0.725305790210205,0.981150576762761,0.948355213386938,0.69136891785684,0.801734443488408,0.964741785993929,0.964865897432231,0.90779867213858,0.965743230158184,0.872499627101388,0.920532667755542,0.917497825876882,0.977143106278419,0.729691632256238,0.760334604056983,0.951756039550158,0.902335572220347,0.964513131533711,0.997408672392999,0.666893637133184,0.921535240365837,0.932637855956216,0.873123501895375,0.93525003719243,0.890645540598198,0.869171335256984,0.804582468642688,0.90359836452219,0.933913117397455,0.903768456413352,0.935535377531228,0.951378813165163,0.878374302073863,0.946058203244289,0.782689490688846,0.944170355783887,0.874739928637271,0.98517313929758,0.938609127412765,0.972349007069639,0.964534638545429,0.912712180899149,0.94052170728861,0.898006574185361,0.925811608754329,0.91569763172939,0.992264166538297,0.905594372365606,0.587214140456686,0.963377769351357,0.846257668206018
0.845225131424795,0.733171905546988,0.924318053647907,0.764394000410971,0.830935800634226,0.998714486217713,0.790695685804751,0.698729047863545,0.693103993727581,0.819970415377434,0.907692537132074,0.97230992076504,0.745173438622623,0.914598750470631,0.962447279035809,0.712432608838034,0.96357201051476,0.919466000292413,0.626092196967052,0.82419385587275,0.92698412786419,0.986009975582073,0.839905045755242,0.843323371014066,0.966345373299262,0.921118151454319,0.800384836335386,0.915384703349204,0.856602220602408,0.872713055829115,0.838007620881599,0.953986325708123,0.866761901007598,0.600038679411846,0.882662737122141,0.615282718802266,0.896373227837918,0.727159521983226,0.777918587793281,0.696354754213916,0.969199334852353,0.729792537658457,0.576141616471187,0.943933499212375,0.981099026259353,0.840268336351405,0.990491899008764,0.943788959756137,0.948447580016552,0.791101876519468,0.727145677638635,0.945361795659594,0.619176651117904,0.960211199840766,0.818416481968721,0.821426442656777,0.73161288843168,0.847742217191359,0.812516461926575,0.761910788736322,0.992673203110561,0.993111008621775,0.914794847702073,0.503616408510151,0.838735145759103,0.992776388178143,0.668638796712725,0.940334751030772,0.695795544267397,0.851464982005545,0.870618152092448,0.924203252945862,0.710966617891238,0.633411719880511,0.880188923647681,0.551932281736898,0.805581160831243,0.769952096614072,0.583847491775496,0.912552082924303,0.910348476531137,0.70762068391133,0.952348096475253,0.724823929007814,0.968586675137931,0.859277091177919,0.942328898750472,0.875787634332067,0.916570054165056,0.95431372399899,0.714390476068997,0.926323898216957,0.945574368139227,0.992209843320357,0.700334180968109,0.823888855478443,0.807224841586736,0.669724491502172
0.921365178119126,0.918155478575012,0.823999062462591,0.748334010279921,0.933793370789799,0.811795653498323,0.996658807770314,0.912725657597898,0.957498754699992,0.891037468707271,0.93021954930725,0.800534299967679,0.863103998544503,0.939725871573802,0.990328356701832,0.756614171711095,0.919367305662916,0.987722561152883,0.97716760588523,0.798371951255025,0.842124782842654,0.873647694339614,0.800995215173883,0.918293457011551,0.969358092402425,0.831945813981193,0.914990139551269,0.358680663147038,0.726820551582568,0.852355790976294,0.83086584476701,0.825589318572452,0.776435925176302,0.706406731756041,0.936028653542957,0.965605846558762,0.967294894495863,0.719041202928404,0.802447166405188,0.845746893089598,0.927001433680484,0.863453301556577,0.97182600331422,0.778773628615651,0.963626145253299,0.844635973391543,0.993593602441404,0.889401913774868,0.963348994763266,0.90652666878319,0.888265615776771,0.832261646369853,0.939594978165193,0.976731739101677,0.771115614266994,0.880413317305626,0.840270628584431,0.908717630648652,0.875750967259357,0.865082501681317,0.772884699950287,0.776292140145456,0.932169991690417,0.834533380016582,0.924453625658466,0.992846776760147,0.668338538798351,0.918763041144655,0.804803064241231,0.719074347228744,0.938682432864144,0.908971052895957,0.89328730757233,0.896685475113927,0.63819670004204,0.976783128952206,0.957112427225798,0.859485406772489,0.980830946188995,0.783465014098005,0.952044013527087,0.932185680431653,0.949501497416724,0.713391587676524,0.975250918641197,0.848099858435805,0.941096011023419,0.893416294882683,0.949162052883887,0.925243685256508,0.961134811204628,0.925129892430939,0.911405264788536,0.994096368804009,0.878117834493673,0.880627219624382,0.894575056220933,0.964488843332947
0.928905642170267,0.865009862191894,0.904391885783567,0.585867679893029,0.961964353573652,0.900220661972247,0.892678670119745,0.993494061652322,0.894064191829975,0.986452394192375,0.963902701812057,0.897996079062972,0.988107343543662,0.965414726887942,0.987854668173055,0.89479468496239,0.903640161234657,0.965145081239026,0.896465198895469,0.964525903752158,0.968702409773976,0.91695826928231,0.806723525557649,0.900572800738011,0.973623686093689,0.881271021154376,0.932653678057028,0.946536795745395,0.947184648404116,0.890740259484907,0.910760759253695,0.905080491777561,0.864702301568342,0.965699832217717,0.960352968169979,0.891134098897215,0.954669080506381,0.893432940163456,0.8858707083162,0.877725858656728,0.968762571949425,0.872352036121708,0.946821003458667,0.953300392828748,0.986502612301197,0.867905217844856,0.997494674836295,0.893346228818897,0.986055967217052,0.957627638638696,0.856571284765834,0.897551887770769,0.952284638313279,0.980909967584371,0.921907250882667,0.976001351955498,0.903974110453008,0.942505422207361,0.930948415953251,0.968999259337366,0.852322247365204,0.875941908081748,0.970948206563005,0.876008730269864,0.972044238545384,0.996385390703463,0.922268497460635,0.968285837126995,0.972539334553311,0.954735927988608,0.958389760452903,0.945952475114096,0.928585045729738,0.859177458001113,0.897732347142155,0.92326320692619,0.913177360220385,0.932988978476483,0.902956947625979,0.934394897090254,0.952226759199603,0.880747128513246,0.974667804543038,0.933281030091749,0.993712914093187,0.928875281196085,0.986977075272733,0.98087279339933,0.964356440855052,0.975370891905465,0.920577598680201,0.947126414854767,0.949325901821613,0.994336769831251,0.970585131269377,0.874956664018695,0.980915635544204,0.89529535784717
0.925411826035741,0.992688717675315,0.954495220348042,0.790945814939003,0.892661411876147,0.968585611636508,0.947756215906653,0.928908486206655,0.998715538754566,0.935785090732423,0.949113306564074,0.964520881790178,0.948702875383473,0.897239860481865,0.893764578490465,0.908850570246659,0.959275735593704,0.938152959065276,0.953960598929635,0.93435637314976,0.957908978764627,0.972227837134254,0.935096837619027,0.924672835153255,0.830930868738794,0.87932158230009,0.987831141210674,0.808502974202917,0.945855628161781,0.875341840652434,0.910398592369918,0.963165545437631,0.873029640382216,0.964296827006628,0.916123531896286,0.998137464225698,0.923392847132079,0.942507076605151,0.964858638376551,0.907766793757907,0.9230207016174,0.947713247927717,0.99198422853169,0.963788729010976,0.878904146195941,0.964006114763996,0.889357225847897,0.983939941201122,0.912705196437591,0.952782902700659,0.963037365391277,0.975141146443913,0.960711215905594,0.860584571651822,0.924326299009291,0.932901186706686,0.9045938913963,0.924437735565632,0.890799140523598,0.94611949749834,0.916012644792623,0.892773170450343,0.83296949344597,0.818696743173425,0.96702191763552,0.883654859519818,0.966337882159708,0.916389548917851,0.960560584824051,0.971336369300879,0.983310135610329,0.845858014027954,0.920464850719762,0.954409154532513,0.882854032337514,0.996838699147346,0.933977228134091,0.956851074443168,0.925669987811969,0.949288033779518,0.960363468672232,0.992644117759233,0.881241265467763,0.950105453894492,0.891984321839732,0.944542139884005,0.931906275019893,0.942291698484186,0.92040314735196,0.937808340778709,0.99283507847378,0.961324661996633,0.808018659314232,0.871215004934596,0.97724311283802,0.918978470288515,0.915184115971818,0.996442934814488
0.927415578688945,0.906653199769973,0.929119994860512,0.87640942940646,0.936492023827686,0.940173342380333,0.94471930086299,0.920909847245029,0.92690112507943,0.996652406132658,0.952948250667648,0.964770109336252,0.980851181534497,0.957474491343127,0.98115015738479,0.971767573393334,0.943283287144016,0.971886793649759,0.906875264047288,0.99156348673029,0.965206832708005,0.94323892349111,0.859411689003576,0.924487317707737,0.966589636941612,0.960212602334155,0.938919454982917,0.902324539166049,0.986302908866897,0.924068586236036,0.911176827573473,0.948570468777607,0.894952932599424,0.913267614028034,0.977303863111192,0.928890753591884,0.964387516097001,0.919500031568096,0.924578331060147,0.917180132968764,0.969597616403093,0.882337829144255,0.924947754038355,0.959242045318815,0.985201360453469,0.893705935552355,0.996510366834333,0.965662137861225,0.977156043258766,0.956893153885954,0.888061905252366,0.952276755839092,0.93972291177718,0.979396320400446,0.96464095877845,0.967975944564238,0.937183215852684,0.921629448456056,0.903919922613381,0.957422483352588,0.970530560966962,0.963864953563251,0.95083770310467,0.749300831154595,0.973254387433056,0.993276154769747,0.848346300886873,0.943538320192176,0.984167081777351,0.955732822844149,0.973626305009085,0.933270746224846,0.875373645463865,0.894777578134042,0.896554308673488,0.923422197415153,0.915522677503992,0.892879592066194,0.910697555832147,0.926370838189971,0.94819830596082,0.930727383486381,0.97815698042041,0.945720417158004,0.991968168807637,0.942506679314543,0.98930356739539,0.986560387961134,0.944158066744579,0.974036275257315,0.960488577943942,0.964380437100296,0.956927139803892,0.990916091190392,0.93704340336855,0.931641616408866,0.979153028248858,0.944710201914377
