"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129"
0.999590929156234,0.950558767692156,0.920131019463053,0.440648624537587,0.248701617523403,0.922513054713828,0.988816420137263,0,0.476323594802962,0.978403442189145,0.967340941093253,0.967780356107246,0.972356670460528,0.949260726945536,0.965968467806772,0.932478199142968,0.872333984357307,0.948908180249782,0.199948984590078,0.966938393179915,0.954278425779861,0.961601572349085,0.96842855184298,0.976526158750866,0.980889251954811,0.983387259453046,0.142199415986496,0,0.996672980754952,0.962076785736485,0.954018860429783,0.971291429845691,0.945492070924727,0.971063529549902,0.879904919262782,0.644704999484764,0.954457585810544,0.991706240342084,0.228917709746725,0.961279699810964,0.931102771444817,0.983070610214994,0.981982793380115,0.981911573848293,0.983420915619116,0.917808393709112,0.893824621649531,0.565767062965715,0.978504895875027,0.942614788137788,0.326372737721686,0.972171672328536,0,0.96308425399427,0.963090812552945,0.957926866261641,0.974731326005007,0.260662246614741,0.92320012662186,0.950363625290461,0.981799997818337,0.957645610283742,0.940811218888467,0.935452628926341,0.934799236598925,0.101794023254207,0.930147989296407,0.929310255531216,0,0.536558378015917,0.918580358147146,0.606996951953564,0.917948629437119,0.977403732397885,0.96679151212588,0.377984504172905,0.51597350556772,0.812107225215379,0.985916648848446,0.969835450040941,0.920444361159816,0.959796827131416,0.955004421706721,0.967904419096852,0.396565894156969,0.970350017693976,0.973384382135136,0.983441333036546,0.96967843355688,0.88030413130107,0.197215046795164,0.402087579392922,0.973579836952317,0.671353596953426,0.985014016369701,0.961612319329019,0.852210081507673,0.495362620955684,0.982105209353231,0.555559888581499,0.830367165034798,0.957522090069158,0.925672446802758,0,0.974248511938284,0.960342913792667,0.991411865423404,0.978970303827203,0.978962068723393,0.975139835194542,0.978869736315897,0.331776541114171,0.835194038263595,0.599240073399783,0.98098325087268,0.992649791230899,0.965359284245424,0.476481551755478,0.973977799533019,0.82043240898092,0.564625683084897,0.951535399352094,0.948552426309593,0.395668137546734,0.576866828021279,0.990608011969012,0.762908822553666,0.94630728595511,0
0.838230499013982,0.999639627685052,0.921374843893293,0.0509044892855219,0.189519615027169,0.957803918610797,0.985369966471379,0.367150608546943,0.135738549870077,0.99208574869651,0.987424656815649,0.980546602897951,0.978640034533856,0.994997817730142,0.991302922675995,0.973915963231786,0.936391879649524,0.986289473038385,0.453279063711071,0.962368997765846,0.991449772058872,0.977533711542454,0.991540167246152,0.992650099907097,0.998205925769592,0.994318062110978,0.296539945828618,0,0.997159627415009,0.970954595640137,0.982508713292771,0.984630287798234,0.966702171574454,0.986691234757599,0.932397561385321,0.720118276573354,0.987400822811676,0.998410115973647,0.0945904568586127,0.987007311725808,0.943264226171523,0.985077423745904,0.997632862328272,0.986370541140739,0.994006164939407,0.925505027944512,0.936345612566472,0.428631533066012,0.99100777190807,0.95189256027595,0.0536570318903572,0.978572563278582,0.117009811966731,0.992289695179966,0.981934202160323,0.987186799492489,0.993786858363446,0.10599396872167,0.953095455712755,0.968367133790409,0.991485639108053,0.992750684953614,0.961794955647378,0.977818309007279,0.977807566186825,0,0.939312799286508,0.939170885301406,0,0.533332665146806,0.974087390717146,0.602795895895645,0.972056669928989,0.986489787394425,0.966678468450598,0.325127287341956,0.668779421130694,0.734955605528362,0.993855009281099,0.994707134498563,0.957229946687599,0.961552501516834,0.993125378675593,0.990387258589115,0.310058677134283,0.971487642978427,0.991654114236558,0.9897820717691,0.993306675754048,0.958791087378647,0.136309277925551,0.135737192590543,0.996195648702133,0.876541929773858,0.987625855931084,0.98224100775123,0.837604577676302,0.54032972490395,0.963084890013756,0.529379620841178,0.898938334279122,0.970865399533167,0.950760708711445,0.287691772086229,0.995282434926415,0.967909100007888,0.998924475053835,0.99270832805277,0.985801342265097,0.994700659634968,0.987456198983607,0,0.848306488509341,0.787399562913872,0.995860112864928,0.995030254099172,0.991311613795852,0.24020480166602,0.982004718774067,0.816763088382264,0.482128719657018,0.965921431020857,0.971801988044724,0.507009258096352,0,0.997319867177166,0.810384255296335,0.989785838421436,0
0.888048527966119,0.955800956722729,0.998493340700847,0.250081309828028,0.113065306592882,0.944463003895619,0.981091397363293,0,0.217443482487972,0.976668410103959,0.974077150080664,0.97108624786353,0.973256727354918,0.956573528932521,0.979206191215177,0.944409786525741,0.891943640425377,0.948419224630443,0,0.960504561020751,0.961673634821684,0.960638270022335,0.973597969557582,0.980590078663288,0.986018640894228,0.988161296677162,0,0,0.995694082817573,0.967959312470698,0.966616411860629,0.976856080019524,0.967800646509736,0.984812209215098,0.894345031809637,0.834963093633369,0.966997907288387,0.993258933943872,0.126647104272327,0.966588045565501,0.894928311495605,0.987678658933297,0.984091645303984,0.975767528794043,0.986190053471685,0.939492399195732,0.925309855229866,0.476409269191523,0.985605097459747,0.951994155269344,0.317397669719835,0.980157317519573,0,0.970496087399054,0.968815202108902,0.958554222011622,0.978588038159368,0,0.960320135360094,0.95120225673856,0.984532059846363,0.969547142922631,0.92474643769232,0.913520611832342,0.948470085505538,0.112105339408026,0.910601431040418,0.935978561933153,0.280690932991048,0.59185204340596,0.938292506528909,0.738548439159065,0.912985846330351,0.977231237259654,0.969048976278195,0.464328534223084,0.734866411814903,0.742111088247094,0.98678879019069,0.970038989485875,0.930388312987546,0.969968280514419,0.959171770221991,0.977518629845722,0.572399265893887,0.975840735392022,0.974277213059124,0.984620742611319,0.971000914990298,0.877704924246783,0.0311985138982142,0.530805778535103,0.976739482751986,0.675627193501473,0.986618699310662,0.96667809310141,0.899920336388051,0.576965591106841,0.975968382462777,0.605428913635987,0.874606348214734,0.967931459456899,0.936440463831383,0.0822565942564147,0.973110320721418,0.964275685223559,0.993288511281654,0.981550518902244,0.981857079040701,0.977539342866418,0.978408184091463,0.148634280999898,0.901792420162936,0.620188883153353,0.984503249256993,0.995391731135408,0.97668191357053,0.262477433454157,0.978435866033116,0.811498948670481,0.626678463342924,0.965097314437756,0.949683478748965,0.539391781668871,0.139566639238246,0.991466077620379,0.830853116024262,0.96045059682029,0
0.265598278389621,0.361064392614121,0.45882614909984,0.999025574718701,0,0.500686982505496,0.335352380777893,0.284711070637263,0.893215633996172,0.419771610043341,0.417427884797923,0.310194679110891,0.302074919510626,0.352755151987028,0.366979746539237,0.417301709490478,0.324209392915802,0.411115576597041,0.33766527704063,0.314658224246908,0.346085716253939,0.344180805382256,0.351318720521518,0.289431763967718,0.360736315632192,0.355229118013205,0.248506999202342,0.0722488755470995,0.37743776812425,0.267174235288759,0.300410321266353,0.430394343814454,0.394843996799906,0.461817783401414,0.322355739944458,0.347793895726231,0.293573575788914,0.388304195865303,0.297027858315405,0.365200352572674,0.254775207552439,0.379467714750895,0.462039705011385,0.349147419955139,0.358582004767485,0.177439583101138,0.302571040094397,0,0.41012532543184,0.329782100312024,0,0.387431279958732,0,0.397744753599714,0.315020722643715,0.358803734653462,0.25017058810155,0.317825334052453,0.3641274695745,0.343220568430119,0.31735594423185,0.410932235751418,0.330122471091443,0.310919323533459,0.479925497591459,0,0.286845535707722,0.311329557552018,0.218671799338463,0.35874699445837,0.384330052695085,0.337375413334658,0.511702834285557,0.272883786111848,0.300741672002594,0,0.490998003718491,0.0593995485322502,0.355048587793969,0.308904840011669,0.363708674462202,0.316156111926922,0.473385948308426,0.31752193438148,0.242837146549876,0.424103549405412,0.317782974713135,0.391656788145792,0.350510568952586,0.32324999594589,0.224768875184831,0.57277797451233,0.337022948944269,0.263974338994619,0.366159835209202,0.412950603776808,0.366989136328039,0.177379442418427,0.338693292771062,0.480715648671495,0.398564139406645,0.339883859944775,0.482266792206089,0.368016700060871,0.341761709064141,0.314557970794387,0.352832894179446,0.281219690703226,0.371419175442619,0.429894224293527,0.42225650231856,0.15017132273387,0.328507284573308,0.418064352939396,0.362528392647544,0.332829671685809,0.356412747262841,0.00182813635829619,0.327100972669015,0.203506558417655,0.238781094122915,0.444248059084719,0.402780686500286,0.350068679372288,0.472199192709891,0.411666457292569,0.215810043002816,0.378096205624979,0.22200555717434
0.622958550779699,0.594929657348764,0.625531830089713,0,0.986634582278338,0.592867240638346,0.602849431625142,0,0.196396913765676,0.67719898343382,0.621316649562046,0.582747396253385,0.540140715991482,0.623317640139102,0.60244547396936,0.574477530390337,0.554560702631047,0.609773380217458,0,0.537092473939152,0.60361655810355,0.621787451183994,0.617445424109435,0.592609762689983,0.593482155750184,0.6065125271599,0.0571230802688355,0.371834871408963,0.626649537394899,0.657043641246024,0.569889388176606,0.604145630796248,0.639910101336255,0.647286907894486,0.531077825398496,0.345729488700237,0.553971487799182,0.608702535283566,0.472988116129356,0.611095560185073,0.577214069433164,0.581643166384698,0.65848226085078,0.571643303523739,0.6127324727343,0.570321436821043,0.527947780965198,0.316896336888586,0.610649845583137,0.55233327513582,0.416568939081344,0.604456637965904,0.340074130988479,0.585140930520904,0.614009849911067,0.628440002803118,0.56599458454286,0.0421117422757557,0.487906608441507,0.626365494445783,0.613630573056358,0.629547765570413,0.525061691743804,0.639375650248597,0.633764639427113,0.338959862165977,0.554673594091735,0.483777508778868,0.218795045351628,0.438008342435677,0.50153013357037,0.309303956073947,0.602488722569922,0.606438938159444,0.604376407366207,0.546821227378678,0.330294789295521,0.475467811389646,0.584967903113112,0.594117796415712,0.481538275345876,0.596116659248074,0.658890295262178,0.611971341039015,0.292637839783403,0.599241493183303,0.60207075102307,0.585540802342727,0.563704994789236,0.611585840625507,0.27402187580891,0.0603375884095228,0.610568789774213,0.570770983744354,0.606594968847035,0.609334410706624,0.563093224978035,0.505513565063959,0.602545673399552,0.0993705024792733,0.536139523394712,0.573378997080613,0.616333993180303,0.0627511316291789,0.621857598064626,0.556400022543779,0.596803473818206,0.552360620204245,0.602847931259643,0.639678696415194,0.63659715119585,0.190029220946192,0.570104711109525,0.331850063162156,0.615371459381733,0.611955235523804,0.574941329121276,0.874859620634197,0.614787576846868,0.378819011340629,0.297290781470385,0.599053644210433,0.582840719073743,0.0931917345698253,0,0.641368863114651,0.555337980488785,0.591225157687606,0.420652919000125
0.819110713974066,0.976862988843332,0.941019979970638,0.389440900712993,0.145056813257258,0.99841388704127,0.983870742006071,0.0688325121552091,0.39537744895034,0.989448201645562,0.982251418579069,0.978313747047104,0.97782388845068,0.986752148621758,0.988429095760862,0.964492993559912,0.913549417920378,0.960058279410603,0,0.963598637819162,0.979866396353542,0.979397171136676,0.988925124587681,0.988578971645519,0.988725105665872,0.992719227641457,0,0.0644676231499532,0.99674209442579,0.967182447067873,0.966374263081934,0.983257750565548,0.970981990419888,0.987851893556853,0.97805102206506,0.769554315805212,0.982735572817583,0.997049665202057,0.169993510837352,0.980459869851327,0.916560238025599,0.987912431529854,0.994755301981778,0.981825161911049,0.993486344231869,0.944131962582656,0.924842927887824,0.377412477812227,0.992007161651016,0.952289173822894,0.520324796118047,0.979327220612226,0,0.969127179715977,0.979552704391147,0.98306400824227,0.989652014277484,0,0.956159041990233,0.960456221490361,0.987051496908173,0.984243000019287,0.949849346948728,0.95448659115535,0.969358123969717,0.546602660333373,0.923350468546125,0.937850702737518,0.436052634017672,0.451036238793446,0.955440419374471,0.659444434946274,0.960293688703803,0.98344993078692,0.977201651669171,0.180229949450443,0.717516812801982,0.777163951218428,0.992495905324546,0.985998743806178,0.942760175217999,0.975453154429349,0.98574209400463,0.985880170026402,0.449611953642381,0.980743001491861,0.988069326735455,0.99374317476154,0.966078384004975,0.939018228734068,0.0389856686320026,0.314208687113128,0.991042989655657,0.838991958815779,0.989131425456798,0.978913373103708,0.861896605649068,0.668700790805804,0.975952713711747,0.66180001026444,0.90912917240983,0.965776413105857,0.956511315788456,0.190246582180173,0.989643318268422,0.961792077085684,0.996429013658733,0.986291964476868,0.98859351878716,0.986483218666252,0.982716449988612,0.148095607503243,0.88795251334091,0.796089751386488,0.990452376990063,0.994654609707166,0.98609264346578,0.373537237312758,0.983592266946124,0.884395623114122,0.593141258142533,0.954695578486178,0.963491852191895,0.61647647287729,0.419565973635658,0.996246468843381,0.82177302829622,0.974328295867183,0.598714157054016
0.882367293791368,0.972931112730636,0.949068291162008,0,0.326014916683272,0.926546941500716,0.999893557346684,0.172909702594253,0,0.980844718737708,0.97657414726036,0.976798460385955,0.975201035331815,0.976901541057782,0.969884404092113,0.950560914614963,0.896164899613273,0.966876618368611,0.147050921882984,0.971964701152381,0.973871757789343,0.973088407650511,0.983838293338066,0.984514734024137,0.988088013885111,0.990237180197369,0,0,0.997188508653466,0.981885865496177,0.965777525684712,0.973926587453695,0.969045830187154,0.979160446044804,0.875068377959032,0.784963285491986,0.964190277119782,0.994202318842908,0.373173330306441,0.976581304682341,0.920164636411881,0.983436682796877,0.992170193617764,0.980054381534483,0.992079547351005,0.92018753564995,0.926441519627052,0.570527636738771,0.986120206343801,0.95215066826408,0.486924827010432,0.977859095944341,0,0.98476235881411,0.969221619932574,0.978732168394288,0.98561191024556,0.129141987036818,0.956240626700997,0.962234219577906,0.983506228455254,0.975323120762493,0.965542001944314,0.946621781337037,0.949298301180107,0.363317422229462,0.933296880664355,0.94152002885069,0,0.546512709716779,0.952350047288784,0.698973554908053,0.933625297982795,0.988631236135909,0.971106567087415,0.209555496194323,0.687850775105964,0.749853542165883,0.990864832098463,0.983438322101954,0.940038947343029,0.970597040002069,0.974685072218268,0.98468933127862,0.421571336781226,0.976298336902132,0.988500624489824,0.98887759644798,0.975932872085348,0.926762317550423,0.252384483264738,0.548409912599566,0.986727780783533,0.765462172894148,0.986375508064387,0.970759521868657,0.860982012632056,0.557280644717533,0.974004957849717,0.610918715920108,0.888399305199255,0.973051658590619,0.932058505728414,0.110093256534447,0.981302019969904,0.963566644619015,0.994898374044206,0.983240964858223,0.980106904020066,0.983681015117606,0.980775927943694,0.198797239251318,0.868723063747928,0.573799212047789,0.989925807248894,0.99456086095951,0.981812629581195,0.430968919626753,0.975994902826158,0.808732900595719,0.561626799601889,0.96814963420449,0.952855458580225,0.442182335163844,0,0.993274934976836,0.850673679866265,0.95442393785751,0
0.477998412812178,0.427089093508626,0.450618076676391,0.199416435498134,0,0.553344196215842,0.456505353066532,0.998104284065969,0.259025609420191,0.410979792172065,0.417537259113703,0.464883593286139,0.438973404655939,0.462793554995964,0.459974517402997,0.431853246451284,0.527609462022088,0.468017603405462,0.249384647178203,0.454557999267343,0.471817510699077,0.472750765092933,0.448053944599133,0.458068292535506,0.476003586607468,0.452595306369669,0.170719018386895,0.228598735092111,0.45847269484718,0.390735556892176,0.421674070868936,0.450948637900937,0.461897250322125,0.426876553387479,0.586567346335743,0.532375645136247,0.454764623109161,0.461752517016811,0,0.425171972460535,0.492118791026422,0.458395781530527,0.43621718051567,0.471329555224999,0.465144662470516,0.423291137045067,0.507724725234647,0.270246137555678,0.459610417343875,0.395598081668626,0.149187140449029,0.454050952593193,0,0.485928353850531,0.467655195451095,0.461192001360672,0.480287941375356,0.0961579757359439,0.43594624245124,0.447116642863377,0.464330919472523,0.388660796503027,0.398945109829891,0.428794390535448,0.409692662530798,0,0.396232889337855,0.402575574347794,0.0607878405200958,0.247044125292932,0.395563046581226,0.582659743475683,0.385410245974981,0.449695441412076,0.412351523102179,0.0181065151385044,0.522681929059795,0.309064600640612,0.456500241839751,0.478538730817464,0.493696174364596,0.470923649477008,0.424526059192812,0.458157348337565,0.308397786555087,0.452883162182839,0.411034363869064,0.458300174772965,0.461667754167473,0.429226316472293,0.432943874901714,0.254385399578789,0.441914299984655,0.446636172536901,0.474695845671401,0.437254338573663,0.266372329176724,0.370312315134578,0.39984112702778,0,0.40755172558949,0.458911046739371,0.359558632435153,0.260025311968657,0.463588366781804,0.409129300175828,0.450398725988566,0.46479124434814,0.495494795959277,0.461443450524841,0.430054642777332,0,0.328644063940123,0.460642803877615,0.429206090101596,0.476445815871872,0.441742717965165,0.0440753732015545,0.468283540342531,0.32445113956291,0.182182474942001,0.401317003958903,0.475222151811157,0.17766937628714,0.357466069399158,0.446777008480612,0.446666570946525,0.412909782874627,0.0664216855415258
0.410682203275581,0.326712404249126,0.388727503257882,0.864489865132342,0.286116716846065,0.362765241286061,0.382641091482346,0,0.997998664156581,0.368887897482897,0.351673236269593,0.402999980556863,0.37711565438913,0.343198305961803,0.32750338251277,0.345228048147728,0.282181671143258,0.360595636326842,0.236484631761747,0.371681144783891,0.381901826397291,0.374344152555784,0.354027053015052,0.360804479205884,0.374908763452804,0.392524509372123,0,0.41575901858663,0.378907984661657,0.399251797700874,0.33456689401109,0.362398497202376,0.347651053243359,0.36454834107633,0.392910671132402,0.471569723606893,0.327453412021891,0.363448874796131,0,0.361000266270842,0.394349550187499,0.346265026283217,0.396140168360542,0.31631591554384,0.379082628019308,0.278408315144566,0.323884699051775,0.117257353046431,0.356031142300004,0.377826064717285,0.225666651982178,0.361082898239641,0.245555761410558,0.345568330875755,0.358036761084501,0.381714979250643,0.322554661626558,0.586184357022321,0.379776394775791,0.300698705512141,0.38427108960927,0.330243438591951,0.286962457629927,0.306029614927718,0.340429348301712,0.357294209148201,0.332914583788518,0.351926218105569,0.463792888637105,0.0858696330072387,0.356517021269145,0.429886962610105,0.363398822916378,0.333640180812836,0.297356291432204,0.168757263384085,0.439373210500223,0.076834253658892,0.357871589337993,0.350144661571937,0.358808244338424,0.361240738080829,0.388542759689742,0.365867564931901,0.270714439923002,0.382932771715194,0.32494229055098,0.413474274887922,0.288641709693566,0.293164159046845,0.0826878797127952,0.5472639066513,0.359287197693781,0.371811523978933,0.380113807901936,0.37213178766865,0.370872951028819,0.391671191855516,0.38024853492097,0.478258022320352,0.340440811579747,0.396741256147271,0.348037205127087,0.399881892277804,0.357393521852171,0.327309675546844,0.406161933976434,0.33213248976777,0.394907076743541,0.367409609361155,0.374508112358957,0.316406594013193,0.349703107533688,0.257700579012699,0.421552548031588,0.392104899017516,0.403350145435583,0,0.386027676406075,0.401900625019552,0.285421987337491,0.351675861158004,0.470406184413292,0.303142970762513,0.602277535212691,0.377257794982455,0.207473661747867,0.304959110416905,0.399624833232347
0.885210502433783,0.987513915914552,0.940380548931652,0.111696585818871,0.352126226764784,0.969631206047284,0.984011734991149,0.207065785899372,0.240325073915759,0.999429937713237,0.987907373073246,0.979452707456883,0.989222715643593,0.993920443538132,0.992422864360041,0.961795837305107,0.933365235910845,0.975048685392009,0.122113342271469,0.97634973300699,0.989439189908404,0.98231659198736,0.992885779198255,0.990421124001519,0.995505557927918,0.993935851587223,0,0,0.99711089151226,0.974347465223752,0.972644460927189,0.990073436927181,0.967834369524522,0.986820874088458,0.950276782368153,0.737724642209792,0.982957086241094,0.998303044174793,0.425186715313916,0.984303905707817,0.940764332143888,0.990731281429848,0.997020757887306,0.989093066344839,0.994831175208715,0.926520328187506,0.950307757525832,0.442359900085215,0.994016146294412,0.94950373365479,0.0296728736349781,0.987378063120761,0.0853447628389896,0.987633576098252,0.987349592915599,0.984748546144389,0.993103254012097,0,0.958236286104008,0.976905646903257,0.991139688017807,0.987440668072905,0.960365384105415,0.979003033664112,0.981498333919942,0,0.927333669357097,0.933226618395401,0,0.512140187484656,0.962438238270531,0.626507738278747,0.964877450847254,0.986192087499582,0.975440133674299,0.441471247847618,0.681703776403385,0.825614861229047,0.989248617022009,0.991710498625924,0.967006214331759,0.969866005861471,0.992184148180688,0.992307392317326,0.408298149927468,0.97912058125716,0.992616297223867,0.99222865403876,0.986698646250628,0.972372801911833,0.101540685048491,0.291082648063611,0.992888084915298,0.755103053381395,0.988775650100845,0.984632900370606,0.840075804776139,0.617244596792614,0.971877145542332,0.634647529470653,0.887368876381452,0.974060000844018,0.954443710394479,0.29550947693707,0.993714798148375,0.960547234934291,0.998813619543987,0.989270381809448,0.989932395652998,0.994073393540192,0.982924991859885,0.0181032012631907,0.87315022512426,0.789643113323339,0.993456325445726,0.995173554658892,0.989945171516572,0.614515020588549,0.990153550454492,0.837807521109766,0.550694182074553,0.969919459968048,0.966471957736213,0.594268395381967,0.00986648930118482,0.996780888108675,0.82413266994213,0.987244672731974,0.0515222483813497
